stack0_mha_x,0.0
stack0_mha_wq,1.0
stack0_mha_wk,1.0
stack0_mha_wv,1.0
stack0_mha_q,0.0
stack0_mha_k,0.0
stack0_mha_v,0.0
stack0_mha_qk,0.0
stack0_mha_qkv,0.0
stack0_mha_res,0.0
stack0_ffn_x0,0.0
stack0_ffn_w1,1.0
stack0_ffn_x1,0.0
stack0_ffn_w2,1.0
stack0_ffn_x2,0.0
stack0_ffn_res,0.0
stack1_mha_x,0.0
stack1_mha_wq,1.0
stack1_mha_wk,1.0
stack1_mha_wv,1.0
stack1_mha_q,0.0
stack1_mha_k,0.0
stack1_mha_v,0.0
stack1_mha_qk,0.0
stack1_mha_qkv,0.0
stack1_mha_res,0.0
stack1_ffn_x0,0.0
stack1_ffn_w1,1.0
stack1_ffn_x1,0.0
stack1_ffn_w2,1.0
stack1_ffn_x2,0.0
stack1_ffn_res,0.0
inEmbX,1.0
inEmbW,1.0
outEmbedX,0.0
outEmbedW,1.0
stack0_mha_d_norm,0.0
stack0_mha_d_res,0.0
stack0_mha_d_qkv,0.0
stack0_mha_d_qk,0.0
stack0_mha_d_v,0.0
stack0_mha_d_k,0.0
stack0_mha_d_q,0.0
stack0_mha_d_wv,0.0
stack0_mha_d_wk,0.0
stack0_mha_d_wq,0.0
stack0_mha_d_x0,0.0
stack0_mha_d_x1,0.0
stack0_mha_d_x2,0.0
stack0_mha_d_x3,0.0
stack0_mha_d_x01,0.0
stack0_mha_d_x23,0.0
stack0_ffn_d_norm,0.0
stack0_ffn_d_res,0.0
stack0_ffn_d_x2,0.0
stack0_ffn_d_w2,0.0
stack0_ffn_d_x1,0.0
stack0_ffn_d_w1,0.0
stack0_ffn_d_x00,0.0
stack0_ffn_d_x01,0.0
stack1_mha_d_norm,0.0
stack1_mha_d_res,0.0
stack1_mha_d_qkv,0.0
stack1_mha_d_qk,0.0
stack1_mha_d_v,0.0
stack1_mha_d_k,0.0
stack1_mha_d_q,0.0
stack1_mha_d_wv,0.0
stack1_mha_d_wk,0.0
stack1_mha_d_wq,0.0
stack1_mha_d_x0,0.0
stack1_mha_d_x1,0.0
stack1_mha_d_x2,0.0
stack1_mha_d_x3,0.0
stack1_mha_d_x01,0.0
stack1_mha_d_x23,0.0
stack1_ffn_d_norm,0.0
stack1_ffn_d_res,0.0
stack1_ffn_d_x2,0.0
stack1_ffn_d_w2,0.0
stack1_ffn_d_x1,0.0
stack1_ffn_d_w1,0.0
stack1_ffn_d_x00,0.0
stack1_ffn_d_x01,0.0
d_inEmbY,0.0
d_inEmbX,0.0
d_inEmbW,0.0
d_outEmbedY,0.0
d_outEmbedW,0.0
stack0_mha_wq_updated,1.0
stack0_mha_wk_updated,1.0
stack0_mha_wv_updated,1.0
stack0_ffn_w1_updated,1.0
stack0_ffn_w2_updated,1.0
stack1_mha_wq_updated,1.0
stack1_mha_wk_updated,1.0
stack1_mha_wv_updated,1.0
stack1_ffn_w1_updated,1.0
stack1_ffn_w2_updated,1.0
inEmbW_updated,1.0
outEmbedW_updated,1.0
